iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,positive_rate,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
IND,Asia,India,6/24/20,456183,15968,14588.286,14476,465,367.571,330.566,11.571,10.571,10.49,0.337,0.266,207871,7560782,5.479,0.151,187302,0.136,12.839,0.078,samples tested,76.39,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,6/25/20,473105,16922,15165.571,14894,418,379.571,342.829,12.262,10.99,10.793,0.303,0.275,215446,7776228,5.635,0.156,192800,0.14,12.713,0.079,samples tested,76.39,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,6/26/20,490401,17296,15695.571,15301,407,389.714,355.362,12.533,11.374,11.088,0.295,0.282,220479,7996707,5.795,0.16,197173,0.143,12.562,0.08,samples tested,76.39,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,6/27/20,508953,18552,16272.143,15685,384,391,368.805,13.443,11.791,11.366,0.278,0.283,231095,8227802,5.962,0.167,202939,0.147,12.472,0.08,samples tested,76.39,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,6/28/20,528859,19906,16914,16095,410,405.857,383.23,14.425,12.256,11.663,0.297,0.294,170560,8398362,6.086,0.124,206838,0.15,12.229,0.082,samples tested,76.39,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,6/29/20,548318,19459,17576.571,16475,380,396.571,397.331,14.101,12.737,11.938,0.275,0.287,210292,8608654,6.238,0.152,210134,0.152,11.955,0.084,samples tested,76.39,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,6/30/20,566840,18522,18089.286,16893,418,411.714,410.752,13.422,13.108,12.241,0.303,0.298,217931,8826585,6.396,0.158,210525,0.153,11.638,0.086,samples tested,76.39,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,7/1/20,585493,18653,18472.857,17400,507,417.714,424.269,13.517,13.386,12.609,0.367,0.303,229588,9056173,6.562,0.166,213627,0.155,11.564,0.086,samples tested,74.07,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,7/2/20,604641,19148,18790.857,17834,434,420,438.144,13.875,13.617,12.923,0.314,0.304,241576,9297749,6.737,0.175,217360,0.158,11.567,0.086,samples tested,74.07,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,7/3/20,625544,20903,19306.143,18213,379,416,453.291,15.147,13.99,13.198,0.275,0.301,242383,9540132,6.913,0.176,220489,0.16,11.421,0.088,samples tested,74.07,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,7/4/20,648315,22771,19908.857,18655,442,424.286,469.792,16.501,14.427,13.518,0.32,0.307,248934,9789066,7.094,0.18,223038,0.162,11.203,0.089,samples tested,74.07,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,7/5/20,673165,24850,20615.143,19268,613,453.286,487.799,18.007,14.938,13.962,0.444,0.328,180596,9969662,7.224,0.131,224471,0.163,10.889,0.092,samples tested,74.07,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,7/6/20,697413,24248,21299.286,19693,425,459.714,505.37,17.571,15.434,14.27,0.308,0.333,241430,10211092,7.399,0.175,228920,0.166,10.748,0.093,samples tested,74.07,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,7/7/20,719665,22252,21832.143,20160,467,466.714,521.495,16.125,15.82,14.609,0.338,0.338,262679,10473771,7.59,0.19,235312,0.171,10.778,0.093,samples tested,74.07,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,7/8/20,742417,22752,22417.714,20642,482,463.143,537.982,16.487,16.245,14.958,0.349,0.336,267061,10740832,7.783,0.194,240666,0.174,10.736,0.093,samples tested,74.07,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,7/9/20,767296,24879,23236.429,21129,487,470.714,556.01,18.028,16.838,15.311,0.353,0.341,283659,11024491,7.989,0.206,246677,0.179,10.616,0.094,samples tested,74.07,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,7/10/20,793802,26506,24036.857,21604,475,484.429,575.217,19.207,17.418,15.655,0.344,0.351,282511,11307002,8.193,0.205,252410,0.183,10.501,0.095,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,7/11/20,820916,27114,24657.286,22123,519,495.429,594.865,19.648,17.868,16.031,0.376,0.359,280151,11587153,8.396,0.203,256870,0.186,10.418,0.096,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,7/12/20,849553,28637,25198.286,22674,551,486.571,615.616,20.751,18.26,16.43,0.399,0.353,219103,11806256,8.555,0.159,262371,0.19,10.412,0.096,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,7/13/20,878254,28701,25834.429,23174,500,497.286,636.414,20.798,18.721,16.793,0.362,0.36,286247,12092503,8.763,0.207,268773,0.195,10.404,0.096,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,7/14/20,906752,28498,26726.714,23727,553,509.571,657.065,20.651,19.367,17.193,0.401,0.369,320161,12412664,8.995,0.232,276985,0.201,10.364,0.096,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,7/15/20,936181,29429,27680.571,24309,582,523.857,678.39,21.325,20.058,17.615,0.422,0.38,326826,12739490,9.231,0.237,285523,0.207,10.315,0.097,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,7/16/20,968876,32695,28797.143,24915,606,540.857,702.082,23.692,20.867,18.054,0.439,0.392,333228,13072718,9.473,0.241,292604,0.212,10.161,0.098,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,7/17/20,1003832,34956,30004.286,25602,687,571.143,727.412,25.33,21.742,18.552,0.498,0.414,361024,13433742,9.735,0.262,303820,0.22,10.126,0.099,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,7/18/20,1038716,34884,31114.286,26273,671,592.857,752.69,25.278,22.547,19.038,0.486,0.43,358127,13791869,9.994,0.26,314959,0.228,10.123,0.099,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,7/19/20,1077618,38902,32580.714,26816,543,591.714,780.88,28.19,23.609,19.432,0.393,0.429,256039,14047908,10.18,0.186,320236,0.232,9.829,0.102,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,7/20/20,1118043,40425,34255.571,27497,681,617.571,810.174,29.293,24.823,19.925,0.493,0.448,333395,14381303,10.421,0.242,326971,0.237,9.545,0.105,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,7/21/20,1155191,37148,35491.286,28084,587,622.429,837.092,26.919,25.718,20.351,0.425,0.451,343243,14724546,10.67,0.249,330269,0.239,9.306,0.107,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,7/22/20,1192915,37724,36676.286,28732,648,631.857,864.428,27.336,26.577,20.82,0.47,0.458,350823,15075369,10.924,0.254,333697,0.242,9.098,0.11,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,7/23/20,1238635,45720,38537,29861,1129,706.571,897.559,33.13,27.925,21.638,0.818,0.512,352801,15428170,11.18,0.256,336493,0.244,8.732,0.115,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,7/24/20,1287945,49310,40587.571,30601,740,714.143,933.291,35.732,29.411,22.175,0.536,0.517,420898,15849068,11.485,0.305,345047,0.25,8.501,0.118,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,7/25/20,1336861,48916,42592.143,31358,757,726.429,968.737,35.446,30.864,22.723,0.549,0.526,442263,16291331,11.805,0.32,357066,0.259,8.383,0.119,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,7/26/20,1385522,48661,43986.286,32063,705,749.571,1003.998,35.261,31.874,23.234,0.511,0.543,515472,16806803,12.179,0.374,394128,0.286,8.96,0.112,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,7/27/20,1435453,49931,45344.286,32771,708,753.429,1040.18,36.182,32.858,23.747,0.513,0.546,528082,17334885,12.561,0.383,421940,0.306,9.305,0.107,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,7/28/20,1483156,47703,46852.143,33425,654,763,1074.747,34.567,33.951,24.221,0.474,0.553,408855,17743740,12.858,0.296,431313,0.313,9.206,0.109,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,7/29/20,1531669,48513,48393.429,34193,768,780.143,1109.902,35.154,35.068,24.777,0.557,0.565,446642,18190382,13.181,0.324,445002,0.322,9.196,0.109,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,7/30/20,1583792,52123,49308.143,34968,775,729.571,1147.672,37.77,35.73,25.339,0.562,0.529,642588,18832970,13.647,0.466,486400,0.352,9.864,0.101,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,7/31/20,1638870,55078,50132.143,35747,779,735.143,1187.583,39.911,36.328,25.904,0.564,0.533,525689,19358659,14.028,0.381,501370,0.363,10.001,0.1,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,8/1/20,1695988,57118,51303.857,36511,764,736.143,1228.973,41.39,37.177,26.457,0.554,0.533,463172,19821831,14.364,0.336,504357,0.365,9.831,0.102,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,8/2/20,1750723,54735,52171.571,37364,853,757.286,1268.636,39.663,37.805,27.075,0.618,0.549,381027,20202858,14.64,0.276,485151,0.352,9.299,0.108,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,8/3/20,1803695,52972,52606,38135,771,766.286,1307.021,38.385,38.12,27.634,0.559,0.555,661892,20864750,15.119,0.48,504266,0.365,9.586,0.104,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,8/4/20,1855745,52050,53227,38938,803,787.571,1344.738,37.717,38.57,28.216,0.582,0.571,619652,21484402,15.568,0.449,534380,0.387,10.04,0.1,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,8/5/20,1908254,52509,53797.857,39795,857,800.286,1382.788,38.05,38.984,28.837,0.621,0.58,664949,22149351,16.05,0.482,565567,0.41,10.513,0.095,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,8/6/20,1964536,56282,54392,40699,904,818.714,1423.572,40.784,39.414,29.492,0.655,0.593,639042,22788393,16.513,0.463,565060,0.409,10.389,0.096,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,8/7/20,2027074,62538,55457.714,41585,886,834,1468.89,45.317,40.187,30.134,0.642,0.604,598778,23387171,16.947,0.434,575502,0.417,10.377,0.096,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,8/8/20,2088611,61537,56089,42518,933,858.143,1513.481,44.592,40.644,30.81,0.676,0.622,719364,24106535,17.468,0.521,612101,0.444,10.913,0.092,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,8/9/20,2153010,64399,57469.571,43379,861,859.286,1560.147,46.666,41.644,31.434,0.624,0.623,477023,24583558,17.814,0.346,625814,0.453,10.889,0.092,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,8/10/20,2215074,62064,58768.429,44386,1007,893,1605.121,44.974,42.586,32.164,0.73,0.647,698290,25281848,18.32,0.506,631014,0.457,10.737,0.093,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,8/11/20,2268675,53601,58990,45257,871,902.714,1643.962,38.841,42.746,32.795,0.631,0.654,733449,26015297,18.852,0.531,647271,0.469,10.973,0.091,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,8/12/20,2329638,60963,60197.714,46091,834,899.429,1688.138,44.176,43.621,33.399,0.604,0.652,830391,26845688,19.453,0.602,670905,0.486,11.145,0.09,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,8/13/20,2396637,66999,61728.714,47033,942,904.857,1736.688,48.55,44.731,34.082,0.683,0.656,848728,27694416,20.068,0.615,700860,0.508,11.354,0.088,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,8/14/20,2461190,64553,62016.571,48040,1007,922.143,1783.465,46.777,44.939,34.811,0.73,0.668,868679,28563095,20.698,0.629,739418,0.536,11.923,0.084,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,8/15/20,2526192,65002,62511.571,49036,996,931.143,1830.568,47.103,45.298,35.533,0.722,0.675,746608,29309703,21.239,0.541,743310,0.539,11.891,0.084,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,8/16/20,2589682,63490,62381.714,49980,944,943,1876.575,46.007,45.204,36.217,0.684,0.683,731697,30041400,21.769,0.53,779692,0.565,12.499,0.08,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,8/17/20,2647663,57981,61798.429,50921,941,933.571,1918.59,42.015,44.781,36.899,0.682,0.676,899864,30941264,22.421,0.652,808488,0.586,13.083,0.076,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,8/18/20,2702742,55079,62009.571,51797,876,934.286,1958.502,39.912,44.934,37.534,0.635,0.677,801518,31742782,23.002,0.581,818212,0.593,13.195,0.076,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,8/19/20,2767273,64531,62519.286,52889,1092,971.143,2005.264,46.761,45.304,38.325,0.791,0.704,918470,32661252,23.667,0.666,830795,0.602,13.289,0.075,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,8/20/20,2836925,69652,62898.286,53866,977,976.143,2055.736,50.472,45.578,39.033,0.708,0.707,805985,33467237,24.252,0.584,824689,0.598,13.111,0.076,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,8/21/20,2905823,68898,63519,54849,983,972.714,2105.662,49.926,46.028,39.746,0.712,0.705,1023836,34491073,24.993,0.742,846854,0.614,13.332,0.075,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,8/22/20,2975701,69878,64215.571,55794,945,965.429,2156.298,50.636,46.533,40.43,0.685,0.7,801147,35292220,25.574,0.581,854645,0.619,13.309,0.075,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,8/23/20,3044940,69239,65036.857,56706,912,960.857,2206.471,50.173,47.128,41.091,0.661,0.696,609917,35902137,26.016,0.442,837248,0.607,12.873,0.078,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,8/24/20,3106348,61408,65526.429,57542,836,945.857,2250.97,44.498,47.483,41.697,0.606,0.685,925383,36827520,26.687,0.671,840894,0.609,12.833,0.078,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,8/25/20,3167323,60975,66368.714,58390,848,941.857,2295.154,44.185,48.093,42.311,0.614,0.683,823992,37651512,27.284,0.597,844104,0.612,12.718,0.079,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,8/26/20,3234474,67151,66743,59449,1059,937.143,2343.814,48.66,48.364,43.079,0.767,0.679,924998,38576510,27.954,0.67,845037,0.612,12.661,0.079,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,8/27/20,3310234,75760,67615.571,60472,1023,943.714,2398.713,54.898,48.997,43.82,0.741,0.684,901338,39477848,28.607,0.653,858659,0.622,12.699,0.079,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,8/28/20,3387500,77266,68811,61529,1057,954.286,2454.702,55.99,49.863,44.586,0.766,0.692,928761,40406609,29.28,0.673,845077,0.612,12.281,0.081,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,8/29/20,3463972,76472,69753,62550,1021,965.143,2510.117,55.414,50.545,45.326,0.74,0.699,1055027,41461636,30.045,0.765,881345,0.639,12.635,0.079,samples tested,81.02,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,8/30/20,3542733,78761,71113.286,63498,948,970.286,2567.19,57.073,51.531,46.013,0.687,0.703,846278,42307914,30.658,0.613,915111,0.663,12.868,0.078,samples tested,81.02,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,8/31/20,3621245,78512,73556.714,64469,971,989.571,2624.082,56.893,53.302,46.717,0.704,0.717,1016920,43324834,31.395,0.737,928188,0.673,12.619,0.079,samples tested,81.02,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,9/1/20,3691166,69921,74834.714,65228,759,976.857,2674.749,50.667,54.228,47.267,0.55,0.708,1012367,44337201,32.128,0.734,955098,0.692,12.763,0.078,samples tested,81.02,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,9/2/20,3769523,78357,76435.571,66333,1105,983.429,2731.53,56.78,55.388,48.067,0.801,0.713,1172179,45509380,32.978,0.849,990410,0.718,12.957,0.077,samples tested,81.02,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,9/3/20,3853406,83883,77596,67376,1043,986.286,2792.314,60.785,56.229,48.823,0.756,0.715,1169765,46679145,33.825,0.848,1028757,0.745,13.258,0.075,samples tested,81.02,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,9/4/20,3936747,83341,78463.857,68472,1096,991.857,2852.706,60.392,56.858,49.617,0.794,0.719,1059346,47738491,34.593,0.768,1047412,0.759,13.349,0.075,samples tested,81.02,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,9/5/20,4023179,86432,79886.714,69561,1089,1001.571,2915.338,62.632,57.889,50.406,0.789,0.726,1092654,48831145,35.385,0.792,1052787,0.763,13.178,0.076,samples tested,81.02,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,9/6/20,4113811,90632,81582.571,70626,1065,1018.286,2981.013,65.675,59.118,51.178,0.772,0.738,720362,49551507,35.907,0.522,1034799,0.75,12.684,0.079,samples tested,81.02,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,9/7/20,4204613,90802,83338.286,71642,1016,1024.714,3046.811,65.798,60.39,51.914,0.736,0.743,1098621,50650128,36.703,0.796,1046471,0.758,12.557,0.08,samples tested,,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,9/8/20,4280422,75809,84179.429,72775,1133,1078.143,3101.745,54.934,60.999,52.735,0.821,0.781,1154549,51804677,37.54,0.837,1066782,0.773,12.673,0.079,samples tested,,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,9/9/20,4370128,89706,85800.714,73890,1115,1079.571,3166.749,65.004,62.174,53.543,0.808,0.782,1129756,52934433,38.358,0.819,1060722,0.769,12.363,0.081,samples tested,,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,9/10/20,4465863,95735,87493.857,75062,1172,1098,3236.122,69.373,63.401,54.393,0.849,0.796,1163542,54097975,39.201,0.843,1059833,0.768,12.113,0.083,samples tested,,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,9/11/20,4562414,96551,89381,76271,1209,1114.143,3306.087,69.964,64.769,55.269,0.876,0.807,1091251,55189226,39.992,0.791,1064391,0.771,11.908,0.084,samples tested,,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,9/12/20,4659984,97570,90972.143,77472,1201,1130.143,3376.789,70.703,65.922,56.139,0.87,0.819,1071702,56260928,40.769,0.777,1061398,0.769,11.667,0.086,samples tested,,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,9/13/20,4754356,94372,91506.429,78586,1114,1137.143,3445.175,68.385,66.309,56.946,0.807,0.824,978500,57239428,41.478,0.709,1098274,0.796,12.002,0.083,samples tested,,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,9/14/20,4846427,92071,91687.714,79722,1136,1154.286,3511.892,66.718,66.44,57.769,0.823,0.836,1072845,58312273,42.255,0.777,1094592,0.793,11.938,0.084,samples tested,,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,9/15/20,4930236,83809,92830.571,80776,1054,1143,3572.623,60.731,67.268,58.533,0.764,0.828,1116842,59429115,43.064,0.809,1089205,0.789,11.733,0.085,samples tested,,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IND,Asia,India,9/16/20,5020359,90123,92890.143,82066,1290,1168,3637.93,65.306,67.311,59.468,0.935,0.846,,,,,,,,,,,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
