iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,positive_rate,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
BGD,Asia,Bangladesh,3/4/20,,,,,,,,,,,,,,108,0.001,,,,,,samples tested,13.89,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,3/5/20,,,,,,,,,,,,,3,111,0.001,0,,,,,samples tested,13.89,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,3/6/20,,,,,,,,,,,,,,,,,,,,,samples tested,13.89,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,3/7/20,,,,,,,,,,,,,,120,0.001,,,,,,samples tested,13.89,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,3/8/20,,,,,,,,,,,,,7,127,0.001,0,,,,,samples tested,13.89,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,3/9/20,3,3,,0,0,,0.018,0.018,,0,0,,10,137,0.001,0,,,,,samples tested,13.89,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,3/10/20,,,,,,,,,,,,,10,147,0.001,0,,,,,samples tested,13.89,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,3/11/20,,,,,,,,,,,,,16,163,0.001,0,8,0,,,samples tested,13.89,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,3/12/20,,,,,,,,,,,,,24,187,0.001,0,11,0,,,samples tested,13.89,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,3/13/20,,,,,,,,,,,,,24,211,0.001,0,14,0,,,samples tested,13.89,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,3/14/20,,,,,,,,,,,,,30,241,0.001,0,17,0,,,samples tested,13.89,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,3/15/20,3,0,0.429,0,0,0,0.018,0,0.003,0,0,0,27,268,0.002,0,20,0,,,samples tested,13.89,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,3/16/20,,,0,,,0,,,0,,,0,25,293,0.002,0,22,0,,0,samples tested,33.33,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,3/17/20,5,2,0.286,0,0,0,0.03,0.012,0.002,0,0,0,49,342,0.002,0,28,0,98,0.01,samples tested,33.33,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,3/18/20,8,3,0.714,0,0,0,0.049,0.018,0.004,0,0,0,39,381,0.002,0,31,0,43.4,0.023,samples tested,33.33,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,3/19/20,10,2,1,0,0,0,0.061,0.012,0.006,0,0,0,46,427,0.003,0,34,0,34,0.029,samples tested,75.93,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,3/20/20,10,0,1,0,0,0,0.061,0,0.006,0,0,0,36,463,0.003,0,36,0,36,0.028,samples tested,75.93,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,3/21/20,17,7,2,0,0,0,0.103,0.043,0.012,0,0,0,36,499,0.003,0,37,0,18.5,0.054,samples tested,81.48,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,3/22/20,24,7,3,2,2,0.286,0.146,0.043,0.018,0.012,0.012,0.002,65,564,0.003,0,42,0,14,0.071,samples tested,81.48,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,3/23/20,27,3,3.429,3,1,0.429,0.164,0.018,0.021,0.018,0.006,0.003,56,620,0.004,0,47,0,13.708,0.073,samples tested,81.48,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,3/24/20,33,6,4,3,0,0.429,0.2,0.036,0.024,0.018,0,0.003,92,712,0.004,0.001,53,0,13.25,0.075,samples tested,81.48,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,3/25/20,39,6,4.429,4,1,0.571,0.237,0.036,0.027,0.024,0.006,0.003,82,794,0.005,0,59,0,13.323,0.075,samples tested,82.41,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,3/26/20,39,0,4.143,5,1,0.714,0.237,0,0.025,0.03,0.006,0.004,126,920,0.006,0.001,70,0,16.897,0.059,samples tested,84.26,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,3/27/20,48,9,5.429,5,0,0.714,0.291,0.055,0.033,0.03,0,0.004,106,1026,0.006,0.001,80,0,14.737,0.068,samples tested,84.26,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,3/28/20,48,0,4.429,5,0,0.714,0.291,0,0.027,0.03,0,0.004,50,1076,0.007,0,82,0,18.516,0.054,samples tested,84.26,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,3/29/20,48,0,3.429,5,0,0.429,0.291,0,0.021,0.03,0,0.003,109,1185,0.007,0.001,89,0.001,25.958,0.039,samples tested,84.26,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,3/30/20,49,1,3.143,5,0,0.286,0.298,0.006,0.019,0.03,0,0.002,153,1338,0.008,0.001,103,0.001,32.773,0.031,samples tested,84.26,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,3/31/20,49,0,2.286,5,0,0.286,0.298,0,0.014,0.03,0,0.002,264,1602,0.01,0.002,127,0.001,55.562,0.018,samples tested,87.04,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/1/20,51,2,1.714,5,0,0.143,0.31,0.012,0.01,0.03,0,0.001,157,1759,0.011,0.001,138,0.001,80.5,0.012,samples tested,87.04,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/2/20,54,3,2.143,6,1,0.143,0.328,0.018,0.013,0.036,0.006,0.001,147,1906,0.012,0.001,141,0.001,65.8,0.015,samples tested,87.04,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/3/20,56,2,1.143,6,0,0.143,0.34,0.012,0.007,0.036,0,0.001,207,2113,0.013,0.001,155,0.001,135.625,0.007,samples tested,87.04,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/4/20,61,5,1.857,6,0,0.143,0.37,0.03,0.011,0.036,0,0.001,434,2547,0.015,0.003,210,0.001,113.077,0.009,samples tested,87.04,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/5/20,70,9,3.143,8,2,0.429,0.425,0.055,0.019,0.049,0.012,0.003,367,2914,0.018,0.002,247,0.001,78.591,0.013,samples tested,87.04,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/6/20,88,18,5.571,9,1,0.571,0.534,0.109,0.034,0.055,0.006,0.003,696,3610,0.022,0.004,325,0.002,58.333,0.017,samples tested,87.04,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/7/20,123,35,10.571,12,3,1,0.747,0.213,0.064,0.073,0.018,0.006,792,4402,0.027,0.005,400,0.002,37.838,0.026,samples tested,87.04,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/8/20,164,41,16.143,17,5,1.714,0.996,0.249,0.098,0.103,0.03,0.01,981,5383,0.033,0.006,518,0.003,32.088,0.031,samples tested,87.04,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/9/20,218,54,23.429,20,3,2,1.324,0.328,0.142,0.121,0.018,0.012,1097,6480,0.039,0.007,653,0.004,27.872,0.036,samples tested,87.04,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/10/20,330,112,39.143,21,1,2.143,2.004,0.68,0.238,0.128,0.006,0.013,1184,7664,0.047,0.007,793,0.005,20.259,0.049,samples tested,90.74,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/11/20,424,94,51.857,27,6,3,2.575,0.571,0.315,0.164,0.036,0.018,649,8313,0.05,0.004,824,0.005,15.89,0.063,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/12/20,482,58,58.857,30,3,3.143,2.927,0.352,0.357,0.182,0.018,0.019,1340,9653,0.059,0.008,963,0.006,16.362,0.061,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/13/20,621,139,76.143,34,4,3.571,3.771,0.844,0.462,0.206,0.024,0.022,1570,11223,0.068,0.01,1088,0.007,14.289,0.07,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/14/20,803,182,97.143,39,5,3.857,4.876,1.105,0.59,0.237,0.03,0.023,1905,13128,0.08,0.012,1247,0.008,12.837,0.078,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/15/20,1012,209,121.143,46,7,4.143,6.145,1.269,0.736,0.279,0.043,0.025,1740,14868,0.09,0.011,1355,0.008,11.185,0.089,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/16/20,1231,219,144.714,50,4,4.286,7.475,1.33,0.879,0.304,0.024,0.026,2135,17003,0.103,0.013,1503,0.009,10.386,0.096,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/17/20,1572,341,177.429,60,10,5.571,9.545,2.071,1.077,0.364,0.061,0.034,2190,19193,0.117,0.013,1647,0.01,9.283,0.108,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/18/20,1838,266,202,75,15,6.857,11.16,1.615,1.227,0.455,0.091,0.042,2114,21307,0.129,0.013,1856,0.011,9.188,0.109,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/19/20,2144,306,237.429,84,9,7.714,13.018,1.858,1.442,0.51,0.055,0.047,2634,23941,0.145,0.016,2041,0.012,8.596,0.116,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/20/20,2456,312,262.143,91,7,8.143,14.913,1.894,1.592,0.553,0.043,0.049,2663,26604,0.162,0.016,2197,0.013,8.381,0.119,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/21/20,2948,492,306.429,101,10,8.857,17.9,2.987,1.861,0.613,0.061,0.054,2974,29578,0.18,0.018,2350,0.014,7.669,0.13,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/22/20,3382,434,338.571,110,9,9.143,20.536,2.635,2.056,0.668,0.055,0.056,3096,32674,0.198,0.019,2544,0.015,7.514,0.133,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/23/20,3772,390,363,120,10,10,22.904,2.368,2.204,0.729,0.061,0.061,3416,36090,0.219,0.021,2727,0.017,7.512,0.133,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/24/20,4186,414,373.429,127,7,9.571,25.418,2.514,2.267,0.771,0.043,0.058,3686,39776,0.242,0.022,2940,0.018,7.873,0.127,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/25/20,4689,503,407.286,131,4,8,28.472,3.054,2.473,0.795,0.024,0.049,3236,43012,0.261,0.02,3101,0.019,7.614,0.131,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/26/20,4998,309,407.714,140,9,8,30.348,1.876,2.476,0.85,0.055,0.049,3473,46485,0.282,0.021,3221,0.02,7.9,0.127,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/27/20,5416,418,422.857,145,5,7.714,32.886,2.538,2.568,0.88,0.03,0.047,3812,50297,0.305,0.023,3385,0.021,8.005,0.125,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/28/20,5913,497,423.571,152,7,7.286,35.904,3.018,2.572,0.923,0.043,0.044,4436,54733,0.332,0.027,3594,0.022,8.485,0.118,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/29/20,6462,549,440,155,3,6.429,39.238,3.334,2.672,0.941,0.018,0.039,4968,59701,0.363,0.03,3861,0.023,8.775,0.114,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/30/20,7103,641,475.857,163,8,6.143,43.13,3.892,2.889,0.99,0.049,0.037,4965,64666,0.393,0.03,4082,0.025,8.578,0.117,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/1/20,7667,564,497.286,168,5,5.857,46.554,3.425,3.02,1.02,0.03,0.036,5573,70239,0.426,0.034,4352,0.026,8.752,0.114,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/2/20,8238,571,507,170,2,5.571,50.021,3.467,3.079,1.032,0.012,0.034,5827,76066,0.462,0.035,4722,0.029,9.314,0.107,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/3/20,8790,552,541.714,175,5,5,53.373,3.352,3.289,1.063,0.03,0.03,5388,81454,0.495,0.033,4996,0.03,9.223,0.108,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/4/20,9455,665,577,177,2,4.571,57.411,4.038,3.504,1.075,0.012,0.028,6244,87698,0.533,0.038,5343,0.032,9.26,0.108,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/5/20,10143,688,604.286,182,5,4.286,61.589,4.178,3.669,1.105,0.03,0.026,5705,93403,0.567,0.035,5524,0.034,9.141,0.109,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/6/20,10929,786,638.143,183,1,4,66.361,4.773,3.875,1.111,0.006,0.024,6241,99644,0.605,0.038,5706,0.035,8.942,0.112,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/7/20,11719,790,659.429,186,3,3.286,71.158,4.797,4.004,1.129,0.018,0.02,5867,105511,0.641,0.036,5835,0.035,8.849,0.113,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/8/20,12425,706,679.714,199,13,4.429,75.445,4.287,4.127,1.208,0.079,0.027,5943,111454,0.677,0.036,5888,0.036,8.662,0.115,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/9/20,13134,709,699.429,206,7,5.143,79.75,4.305,4.247,1.251,0.043,0.031,5465,116919,0.71,0.033,5836,0.035,8.344,0.12,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/10/20,13770,636,711.429,214,8,5.571,83.612,3.862,4.32,1.299,0.049,0.034,5738,122657,0.745,0.035,5886,0.036,8.273,0.121,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/11/20,14657,887,743.143,228,14,7.286,88.998,5.386,4.512,1.384,0.085,0.044,7208,129865,0.789,0.044,6024,0.037,8.106,0.123,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/12/20,15691,1034,792.571,239,11,8.143,95.276,6.278,4.813,1.451,0.067,0.049,6773,136638,0.83,0.041,6176,0.038,7.792,0.128,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/13/20,16660,969,818.714,250,11,9.571,101.16,5.884,4.971,1.518,0.067,0.058,7900,144538,0.878,0.048,6413,0.039,7.833,0.128,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/14/20,17822,1162,871.857,269,19,11.857,108.216,7.056,5.294,1.633,0.115,0.072,7392,151930,0.923,0.045,6631,0.04,7.606,0.131,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/15/20,18863,1041,919.714,283,14,12,114.537,6.321,5.585,1.718,0.085,0.073,8582,160512,0.975,0.052,7008,0.043,7.62,0.131,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/16/20,20065,1202,990.143,298,15,13.143,121.835,7.299,6.012,1.809,0.091,0.08,6782,167294,1.016,0.041,7196,0.044,7.268,0.138,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/17/20,20995,930,1032.143,314,16,14.286,127.482,5.647,6.267,1.907,0.097,0.087,8114,175408,1.065,0.049,7536,0.046,7.301,0.137,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/18/20,22268,1273,1087.286,328,14,14.286,135.212,7.73,6.602,1.992,0.085,0.087,9788,185196,1.125,0.059,7904,0.048,7.269,0.138,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/19/20,23870,1602,1168.429,349,21,15.714,144.94,9.727,7.095,2.119,0.128,0.095,8449,193645,1.176,0.051,8144,0.049,6.97,0.143,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/20/20,25121,1251,1208.714,370,21,17.143,152.536,7.596,7.339,2.247,0.128,0.104,10207,203852,1.238,0.062,8473,0.051,7.01,0.143,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/21/20,26738,1617,1273.714,386,16,16.714,162.354,9.818,7.734,2.344,0.097,0.101,10262,214114,1.3,0.062,8883,0.054,6.974,0.143,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/22/20,28511,1773,1378.286,408,22,17.857,173.12,10.766,8.369,2.477,0.134,0.108,9727,223841,1.359,0.059,9047,0.055,6.564,0.152,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/23/20,30205,1694,1448.571,432,24,19.143,183.406,10.286,8.796,2.623,0.146,0.116,10834,234675,1.425,0.066,9626,0.058,6.645,0.15,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/24/20,32078,1873,1583.286,452,20,19.714,194.779,11.373,9.614,2.745,0.121,0.12,8908,243583,1.479,0.054,9739,0.059,6.151,0.163,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/25/20,33610,1532,1620.286,480,28,21.714,204.081,9.302,9.838,2.915,0.17,0.132,9451,253034,1.536,0.057,9691,0.059,5.981,0.167,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/26/20,35585,1975,1673.571,501,21,21.714,216.073,11.992,10.162,3.042,0.128,0.132,5407,258441,1.569,0.033,9257,0.056,5.531,0.181,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/27/20,36751,1166,1661.429,522,21,21.714,223.153,7.08,10.088,3.17,0.128,0.132,8015,266456,1.618,0.049,8943,0.054,5.383,0.186,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/28/20,38292,1541,1650.571,544,22,22.571,232.51,9.357,10.022,3.303,0.134,0.137,9320,275776,1.675,0.057,8809,0.053,5.337,0.187,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/29/20,40321,2029,1687.143,559,15,21.571,244.831,12.32,10.244,3.394,0.091,0.131,11291,287067,1.743,0.069,9032,0.055,5.353,0.187,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/30/20,42844,2523,1805.571,582,23,21.429,260.15,15.32,10.963,3.534,0.14,0.13,9987,297054,1.804,0.061,8911,0.054,4.935,0.203,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/31/20,44608,1764,1790,610,28,22.571,270.861,10.711,10.869,3.704,0.17,0.137,11876,308930,1.876,0.072,9335,0.057,5.215,0.192,samples tested,62.96,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,6/1/20,47153,2545,1934.714,650,40,24.286,286.315,15.453,11.748,3.947,0.243,0.147,11439,320369,1.945,0.069,9619,0.058,4.972,0.201,samples tested,62.96,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
